name,line,longitude,lat
Broadway & 96th St At Se Corner,1-2-3,-73.97263199882366,40.79318233251112
Broadway & 96th St At Sw Corner,1-2-3,-73.97206100116611,40.794597333853936
Broadway & 96th St At Se Corner,1-2-3,-73.97170299776454,40.79444933284951
Central Park West & 97th St At Nw Corner,A-C-B,-73.96428699891047,40.79259833359207
Broadway & 103rd St At Ne Corner,1,-73.96831400167363,40.799142331929986
Broadway & 104th St At Se Corner,1,-73.96808200028596,40.79958633279483
Broadway & Cathedral Pkwy At Ne Corner (Uptown Only),1,-73.96642200050566,40.80425733256214
Frederick Douglass Blvd & 109th St At Sw Corner,A-C-B,-73.95885899789006,40.800001332990504
Broadway & 115th St At Se Corner,1,-73.9639679987135,40.80754433228669
Broadway & 116th St At Ne Corner,1,-73.9635919997642,40.80810633447316
Broadway & 125th St At Sw Corner,1,-73.95882599956222,40.8153073346311
Lexington Ave & 86th St At Sw Corner (Downtown Only),4-5-6-6 Express,-73.95586799732422,40.77946833200213
Lexington Ave & 86th St At Se Corner (Uptown Only),4-5-6-6 Express,-73.95547899854584,40.77932533281856
Lexington Ave & 103rd St At Se Corner,4-6-6 Express,-73.94767299859272,40.790193332444915
Lexington Ave & 110th St At Nw Corner (Downtown Only),4-6-6 Express,-73.9445149988499,40.79493733181439
Lexington Ave & 110th St At Ne Corner (Uptown Only),4-6-6 Express,-73.94420200056373,40.79479933282427
St Nicholas Ave & Central Park North At Nw Corner,2-3,-73.95261599939226,40.79850033386305
Lenox Ave & 116th St At Nw Corner (Downtown Only),2-3,-73.94972999944605,40.80221733304836
Frederick Douglass Blvd & 116th St At Nw Corner (Downtown Only),A-C-B,-73.95546700119797,40.8045583323663
Saint Nicholas Ave & 125th St At Se Corner,A-C-B-D,-73.95255899973404,40.81058533302458
Saint Nicholas Ave & 126th St At Se Corner,A-C-B-D,-73.9519369991053,40.81129933420136
Saint Nicholas Ave & 127th St At Se Corner,A-C-B-D,-73.95135399880745,40.811861332333685
Lenox Ave & 125th St At Sw Corner (Downtown Only),2-3,-73.94573199883695,40.80769233314375
Lenox Ave & 125th St At Nw Corner (Downtown Only),2-3,-73.9455319992397,40.80797233311213
Broadway & 137th St At Ne Corner (Uptown Only),1,-73.95384799828018,40.82142233238109
Broadway & 145th St At Ne Corner (Downtown Only),1,-73.95052499953822,40.82664833345814
Saint Nicholas Ave & 135th St At Se Corner (Uptown Only),A-C-B,-73.94793400231462,40.81688333183201
Saint Nicholas Ave & 137th St At Sw Corner (Downtown Only),A-C-B,-73.94753099906798,40.81855133211944
Saint Nicholas Ave & 145th St At Sw Corner,A-C-B-D,-73.94500999901983,40.823936331286646
Saint Nicholas Ave & 145th St At Se Corner,A-C-B-D,-73.94471699918238,40.823816332359286
Saint Nicholas Ave & 147th St At Ne Corner,A-C-B-D,-73.94357899864892,40.82541133474861
Lexington Ave & 125th St At Nw Corner,4-5-6-6 Express,-73.93740299898832,40.804581333423705
Lenox Ave & 135th St At Se Corner (Uptown Only),2-3,-73.94081100176857,40.81391933279603
Lenox Ave & 145th St At Sw Corner (Downtown Only),3,-73.93649600025374,40.8203453324132
Lenox Ave & 145th St At Ne Corner (Exit Only),3,-73.9359440000641,40.82059233245894
Broadway & 157th St At Nw Corner (Downtown Only),1,-73.94509800023518,40.83423833241822
Saint Nicholas Ave & 155th St At Ne Corner,A-C,-73.94110499880328,40.83092733387442
Saint Nicholas Ave & 155th St At Ne Corner,A-C,-73.94115000156691,40.830990333840106
Broadway & 157th St At Se Corner (Uptown Only),1,-73.94459400002951,40.83388333467716
Frederick Douglass Blvd & 156th St At Nw Corner,B-D,-73.93675100042503,40.83010633203923
Saint Nicholas Ave & 168th St At Se Corner,1-A-C,-73.93925199746049,40.84074133149257
Broadway & 169th St At Ne Corner,1-A-C,-73.93908499976143,40.841758334595305
Fort Washington Ave & 177th St At Nw Corner,A,-73.93954676818558,40.848104408487295
Fort Washington Ave & 177th St At Nw Corner,A,-73.93967900093068,40.8479443322731
Fort Washington Ave & 181st St At Sw Corner,A,-73.9384689992198,40.85085833121159
Fort Washington Ave & 181st St At Se Corner,A,-73.93814899890606,40.85075333234843
6th Ave & 42nd St At Nw Corner,7-7 Express-B-D-F-M,-73.98424899827414,40.755008332935546
5th-6th Aves & 42nd St At S Corner,7-7 Express-B-D-F-M,-73.98298399934806,40.754213332202866
8th Ave & 44th St At Sw Corner,1-2-3-7-7 Express-S-A-C-E-N-Q-R,-73.98905299838424,40.75856733248626
7th Ave & 41st St At Nw Corner,1-2-3-7-7 Express-S-A-C-E-N-Q-R,-73.98767900144668,40.75555433197914
7th Ave & 41st St At Se Corner,1-2-3-7-7 Express-S-A-C-E-N-Q-R,-73.98719999903541,40.755334334296805
8th Ave & 49th St At Sw Corner (Downtown Only),A-C-E,-73.98692400125947,40.7617413327563
5th-6th Aves & 42nd St At S Corner,7-7 Express-B-D-F-M,-73.98287073189798,40.75417503118844
Nassau St & Frankfort St At Se Corner,4-5-6-6 Express-J-Z,-74.0051630007979,40.71187733451384
6th Ave & 47th St At Sw Corner,B-D-F-M,-73.9820789990588,40.75802433345687
7th Ave & 47th St At Nw Corner (Downtown Only),N-Q-R,-73.98470999787358,40.759396332567746
8th Ave & 51st St At Ne Corner (Uptown Only),A-C-E,-73.98541200068648,40.76290033260677
Broadway & 50th St At Se Corner (Uptown Only),1-2,-73.98385299967315,40.76128233198016
Broadway & 53rd St At Se Corner,B-D-E,-73.98270276401652,40.76315889982851
Madison Ave & 42nd St At Sw Corner,4-5-6-6 Express-7-7 Express-S,-73.97979799968518,40.75284633395016
Broadway & 50th St At Ne Corner (Uptown Only),1-2,-73.98335670250576,40.76121230680215
Park Ave & 42nd St At Se Corner,4-5-6-6 Express-7-7 Express-S,-73.97775348819115,40.751653136695666
6th Ave & 47th St At Se Corner,B-D-F-M,-73.98173499892793,40.75786233468612
6th Ave & 48th St At Se Corner,B-D-F-M,-73.98115800013028,40.75848633258043
6th Ave & 48-49th Sts At W Corner,B-D-F-M,-73.98135199885597,40.75897733323456
6th Ave & 50th St At Sw Corner,B-D-F-M,-73.98070599916029,40.75989633173042
7th Ave & 53rd St At Se Corner,B-D-E,-73.98167299798698,40.76280233349783
5th Ave & 53rd St At Ne Corner,E-M,-73.97556200125577,40.76037333347747
Lexington Ave & 51st St At Sw Corner,4-6-6 Express-E-M,-73.97208400107803,40.75710333331306
Lexington Ave & 51st St At Nw Corner,4-6-6 Express-E-M,-73.9719590016182,40.75727033406703
Lexington Ave & 51st St At Ne Corner,4-6-6 Express-E-M,-73.9717090000786,40.75711733279749
3rd Ave & 53rd St At Ne Corner,4-6-6 Express-E-M,-73.96917799957363,40.75772233403733
Lexington Ave & 59th St At Sw Corner,4-5-6-6 Express-N-Q-R,-73.96840800028976,40.762245334656455
Lexington Ave & 60th St At Ne Corner,4-5-6-6 Express-N-Q-R,-73.9675549987208,40.76286033398654
3rd Ave & 60th St At Se Corner,4-5-6-6 Express-N-Q-R,-73.96611400077099,40.761968333589905
8th Ave & 57th St At Ne Corner,1-2-A-C-B-D,-73.98258900021708,40.766733331944764
8th Ave & 58th St At Nw Corner,1-2-A-C-B-D,-73.98252599785567,40.767677332176284
7th Ave & 55th St At Ne Corner,N-Q-R,-73.98072099945536,40.76419033341413
7th Ave & 57th St At Se Corner,N-Q-R,-73.98006299822168,40.76529633397487
103rd St & 159th Ave At Ne Corner,A,-73.83042048969033,40.66055013314582
West Rd & Noel Rd At Ne Corner,A-S,-73.81596847576027,40.60793799193957
7th Ave & 57th St At Ne Corner,N-Q-R,-73.97978700191727,40.76564833384587
Central Park West & 60th St At Ne Corner,1-2-A-C-B-D,-73.98118399807593,40.76864933300053
6th Ave & 57th St At Sw Corner,F,-73.97744199841013,40.76421033233297
6th Ave & 57th St At Se Corner,F,-73.97723753120336,40.763989564983596
6th Ave & 57th St At Ne Corner,F,-73.97686000067088,40.7645063333722
5th Ave & 60th St At Se Corner,N-Q-R,-73.97229799926228,40.7647083336483
5th Ave & 60th St At Ne Corner,N-Q-R,-73.97222200106349,40.76480833380362
Lexington Ave & 63rd St At Nw Corner,F,-73.96646399994815,40.76485733235547
Centre St & Brooklyn Bridge Approach At Ne Corner,4-5-6-6 Express-J-Z,-74.00430199962297,40.71222833376729
Rutgers St & Broadway At Nw Corner,F,-73.99035199922015,40.714194331918556
6th Ave & Walker St At Ne Corner,A-C-E,-74.00503800258473,40.71987033253539
6th Ave & 23rd St At Ne Corner (Uptown Only),F-M,-73.99250576946407,40.742880522097295
6th Ave & 23rd St At Se Corner (Uptown Only),F-M,-73.99248905245284,40.74265980170082
6th Ave & 23rd St At Sw Corner (Downtown Only),F-M,-73.99318830748629,40.74297702316591
Lispenard St & West Broadway At Ne Corner,A-C-E,-74.00499899931233,40.72070433449491
Lafayette St & Canal St At Ne Corner,4-6-6 Express-J-Z-N-Q-R,-74.00013799964235,40.7183043321046
Broadway & Canal St At Se Corner,4-6-6 Express-J-Z-N-Q-R,-74.00178900129863,40.71918633269366
Broadway & Canal St At Nw Corner,4-6-6 Express-J-Z-N-Q-R,-74.00193000043966,40.71958533340103
Lafayette St & Canal St At Sw Corner,4-6-6 Express-J-Z-N-Q-R,-74.00082599873993,40.71850633203989
Canal St & Varick St At Nw Corner (Downtown Only),1,-74.00651799937418,40.72287833281485
6th Ave & Spring St At Nw Corner,A-C-E,-74.00432599854562,40.72559533316606
Varick St & King St At Sw Corner (Downtown Only),1,-74.00568100113807,40.7278403316721
Varick St & Houston St At Se Corner (Uptown Only),1,-74.00518800134655,40.728472332332444
Chrystie St & Grand St At Ne Corner,B-D,-73.99345200204436,40.71815533336378
Lafayette St & Spring St At Nw Corner (Downtown Only),4-6-6 Express,-73.99739699927551,40.722468332455115
Broadway & Prince St At Ne Corner (Uptown Only),N-R,-73.99760100010558,40.72420733343943
"Broadway & Houston St At Se Corner ((4)(6)<6> Dntn, (B)(D)(F)(M))",4-5-6-6 Express-B-D-F-M,-73.99638699844323,40.72549933352685
"Lafayette St & Bleecker St At Sw Corner ((4)(6)<6> Dntn, (B)(D)(F)(M))",4-5-6-6 Express-B-D-F-M,-73.99482900016753,40.72595833452671
Lafayette St & Mulberry St At Se Corner (Uptown Only),4-6-6 Express,-73.9943670012415,40.72575533279115
2nd Ave & Houston St At Nw Corner,F,-73.99129799954835,40.72395033477357
Broadway & 8th St At Sw Corner (Downtown Only),N-R,-73.99263100186468,40.73060233307655
Broadway & 8th St At Ne Corner (Uptown Only),N-R,-73.99221599966899,40.73057833342705
7th Ave & Christopher St At Sw Corner (Downtown Only),1,-74.00314699999032,40.733515334421014
7th Ave & Christopher St At Nw Corner (Downtown Only),1,-74.00300599784308,40.73365233370739
6th Ave & West 3rd St At Ne Corner,A-C-E-B-D-F-M,-74.00112700061396,40.731091332986885
Broadway & 8th St At Nw Corner (Downtown Only),N-R,-73.99252900034452,40.730727334085685
Rutgers St & Broadway At Se Corner,F,-73.99001399909758,40.713906334413274
Essex St & Delancey St At Sw Corner,F-J-M-Z,-73.98844599788626,40.71835833170207
Norfolk St & Delancey St At Ne Corner,F-J-M-Z,-73.98719500094396,40.71841433283954
6th Ave & Waverly Pl At Nw Corner,A-C-E-B-D-F-M,-74.0001919980084,40.733072332865426
Chambers St & Broadway At Sw Corner,1-2-3,-74.00942652410892,40.71553928139143
Chrystie St & Grand St At Nw Corner,B-D,-73.99387676739386,40.71826568823108
Smith St & 2nd St At Se Corner,F-G,-73.99525019614984,40.67933389977138
Smith St & President St At Ne Corner,F-G,-73.99412861020423,40.680915747725294
Smith St & Warren St At Nw Corner (To Coney Island Only),F-G,-73.99148200203696,40.685596332990436
Smith St & Bergen St At Se Corner (To Manhattan And Queens Only),F-G,-73.99040000002731,40.68662533432237
Clinton St & Montague St At Nw Corner,2-3-4-5-N-R,-73.9926921733274,40.69444260307418
Clark St & Henry St At Nw Corner,2-3,-73.9930330020338,40.69765133278816
4th Ave & Union St At Sw Corner (To Bay Ridge And Coney Island Only),D-N-R,-73.9833048757689,40.67730130274092
Flatbush Ave & Bergen St At Sw Corner (To New Lots And Flatbush Only),2-3-4,-73.9756550021144,40.680872332193445
Lawrence St & Willoughby St At Se Corner,N-R,-73.9861293668044,40.69212426175412
Bridge St & Fulton St At Nw Corner (To Manhattan Only),2-3,-73.98543499838335,40.69093133231856
Elm Pl & Fulton St At Sw Corner (To New Lots And Flatbush Only),2-3,-73.98421499969425,40.69004933228468
Bridge St & Willoughby St At Se Corner,N-R,-73.98521792521511,40.69207585973469
Flatbush Ave & Fleet St At Nw Corner,B-D-N-Q-R,-73.98239904344692,40.691527950356196
4th Ave & Pacific St At Ne Corner,2-3-4-5-B-D-N-Q-R,-73.97847300108383,40.68382833355332
Jay St & Willoughby St At Nw Corner,A-C-F,-73.9874185872431,40.69230641026304
Flatbush Ave & Park Pl At Sw Corner,B-Q,-73.9728138971716,40.67743957349469
Franklin Ave & Eastern Pkwy At Sw Corner,2-3-4-5-S,-73.95903500393437,40.67054563371063
Franklin Ave & Eastern Pkwy At Se Corner,2-3-4-5-S,-73.9577396008805,40.670472329605154
Franklin Ave & Park Pl At Nw Corner,S,-73.95781102834127,40.67470462306717
Flatbush Ave & De Kalb Ave At Sw Corner,B-D-N-Q-R,-73.98153071598588,40.68986471521162
Cadman Plaza West & Cranberry St At Nw Corner,A-C,-73.99140114923853,40.69942715775869
Beach 98th St & Rockaway Frwy At Sw Corner,A-S,-73.82057673454092,40.585165858006434
Court St & Joralemon St At Ne Corner,2-3-4-5-N-R,-73.9901406818954,40.69256019148338
7th Ave & 14th St At Ne Corner,1-2-3-L-F-M,-73.99940499924142,40.73858533272693
8th Ave & 14th St At Se Corner,A-C-E-L,-74.00238899990326,40.73955033390933
8th Ave & 15th St At Nw Corner,A-C-E-L,-74.00218500153647,40.7405983334283
8th Ave & 16th St At Nw Corner,A-C-E-L,-74.0017150014016,40.74123533237946
Fulton St & Nassau St At Nw Corner,2-3-4-5-A-C-J-Z,-74.00793300191631,40.71040033197123
Park Pl & Broadway At Nw Corner,2-3-A-C-E,-74.00776599933755,40.71271233328882
8th Ave & 23rd St At Se Corner,A-C-E,-73.9983649979741,40.74510233305252
6th Ave & 14th St At Sw Corner,1-2-3-L-F-M,-73.99707900031395,40.737370331806574
6th Ave & 14th St At Nw Corner,1-2-3-L-F-M,-73.99697000064002,40.73751933427383
6th Ave & 14th St At Ne Corner,1-2-3-L-F-M,-73.99650799803815,40.73731633295537
6th Ave & 16th St At Sw Corner,1-2-3-L-F-M,-73.99612099816886,40.73871833393448
6th Ave & 16th St At Ne Corner,1-2-3-L-F-M,-73.995631999444,40.7386783334232
69th St & Metropolitan Ave At Sw Corner,M,-73.88953956908077,40.71208208620741
Broadway & 14th St At Sw Corner,4-5-6-6 Express-L-N-Q-R,-73.9909639982987,40.73477233365777
Broadway & 16th St At Se Corner,4-5-6-6 Express-L-N-Q-R,-73.9906029980324,40.73633933341991
7th Ave & 18th St At Sw Corner (Downtown Only),1-2,-73.99810500165528,40.74108133270185
7th Ave & 18th St At Ne Corner (Uptown Only),1-2,-73.99757999932378,40.741015333753204
6th Ave & 16th St At Nw Corner,1-2-3-L-F-M,-73.9960229978985,40.73883833423804
8th Ave & 24th St At Se Corner,A-C-E,-73.99785200012921,40.745814334419066
Broadway & Warren St At Se Corner,N-R,-74.00704999938645,40.7130863320635
Broadway & Warren St At Se Corner,N-R,-74.00669699920621,40.713521331440894
8th Ave & 25th St At Ne Corner,A-C-E,-73.99727100112257,40.746535334044054
7th Ave & 23rd St At Sw Corner (Downtown Only),1-2,-73.99590099942208,40.74401733191533
6th Ave & 23rd St At Ne Corner (Uptown Only),F-M,-73.99238300135015,40.74282533269934
7th Ave & 27th St At Ne Corner (Uptown Only),1-2,-73.99355499941927,40.74659433300194
7th Ave & 28th St At Nw Corner (Downtown Only),1-2,-73.99351000166546,40.74739233339809
7th Ave & 34th St At Sw Corner,1-2-3,-73.9908990006156,40.75098233333758
8th Ave & 33rd St At Sw Corner,A-C-E,-73.99418099862551,40.75153933453161
8th Ave & 33rd St At Ne Corner,A-C-E,-73.99353800125604,40.75143233265104
8th Ave & 34th St At Sw Corner,A-C-E,-73.99370099953032,40.75217833309763
8th Ave & 35th St At Nw Corner,A-C-E,-73.99325599851053,40.753053332770065
8th Ave & 35th St At Se Corner,A-C-E,-73.9927419993329,40.752689331753814
8th Ave & 40th St At Se Corner,1-2-3-7-7 Express-S-A-C-E-N-Q-R,-73.99057600101928,40.755801332808126
4th Ave & 14th St At Se Corner,4-5-6-6 Express-L-N-Q-R,-73.98967200103029,40.73424833434587
3rd Ave & 14th St At Se Corner (To Brooklyn Only),L,-73.98704100164237,40.73313433407523
3rd Ave & 14th St At Ne Corner (To 8 Av Only),L,-73.98654800208988,40.73312233326286
1st Ave & 14th St At Ne Corner (To 8 Av Only),L,-73.98214500052423,40.731483332314916
Broadway & 22nd St At Ne Corner (Uptown Only),N-R,-73.98920100080453,40.74066333186216
Church St & Warren St At Sw Corner,2-3-A-C-E,-74.00858400090814,40.714313333490594
Chambers St & West Broadway At Nw Corner,1-2-3,-74.00932800061926,40.71573633220951
Church St & Warren St At Nw Corner,2-3-A-C-E,-74.0084279994154,40.71453933247919
Church St & Chambers St At Nw Corner,2-3-A-C-E,-74.00798900009072,40.71509933284529
Varick St & Franklin St At Nw Corner (Downtown Only),1,-74.0070580005267,40.719251332746595
Varick St & North Moore St At Nw Corner (Downtown Only),1,-74.00692500092053,40.719888333687734
William St & Fulton St At Se Corner,2-3-4-5-A-C-J-Z,-74.00640899887392,40.709475332040746
Broadway & 23rd St At Se Corner (Uptown Only),N-R,-73.98891900007516,40.741134334304924
Park Ave & 23rd St At Se Corner (Uptown Only),4-6-6 Express,-73.98634300084314,40.73998433381839
Broadway & 28th St At Sw Corner (Downtown Only),N-R,-73.98895400132835,40.74531233356332
Broadway & 28th St At Ne Corner (Uptown Only),N-R,-73.9885419977083,40.74529033297678
Park Ave & 28th St At Sw Corner (Downtown Only),4-6-6 Express,-73.98430199937802,40.74335133472371
Park Ave & 28th St At Se Corner (Uptown Only),4-6-6 Express,-73.98380600021038,40.74312833445065
Park Ave & 28th St At Ne Corner (Uptown Only),4-6-6 Express,-73.98373799992325,40.743257333082006
Park Ave & 32nd St At Se Corner (Uptown Only),4-6-6 Express,-73.98210299844997,40.74564133434568
Park Ave & 33rd St At Nw Corner (Downtown Only),4-6-6 Express,-73.98188200041952,40.74663233302328
Broadway & 32nd St At Nw Corner,B-D-F-M-N-Q-R,-73.9882879993843,40.748477333613344
Broadway & 34th St At Sw Corner,B-D-F-M-N-Q-R,-73.98816900057447,40.74983233271498
